Biden_Sentiment,Trump_Sentiment
-0.5,1.25
-1.0,1.75
0.0,1.0
-1.0,1.75
-1.0,1.6666666666666667
-0.75,2.0
-0.8,1.4
-0.3333333333333333,1.0
-0.6666666666666666,1.0
0.0,1.0
0.0,1.3333333333333333
-0.3333333333333333,1.0
-0.3333333333333333,1.0
0.0,1.0
-1.0,1.3333333333333333
-1.0,2.0
-0.5,1.0
0.0,1.3333333333333333
-1.6666666666666667,2.0
0.0,1.0
-1.6666666666666667,1.6666666666666667
-2.0,2.0
-1.0,1.5
-1.3333333333333333,2.0
0.3333333333333333,1.0
-0.25,1.25
0.0,1.4
-0.5,1.25
-0.3333333333333333,1.0
-0.6666666666666666,1.3333333333333333
0.0,1.0
0.0,1.5
-1.0,2.0
0.0,1.6666666666666667
0.0,1.25
-1.5,2.0
0.0,1.0
0.0,1.0
0.0,1.0
-0.6666666666666666,2.0
0.0,1.6666666666666667
0.0,1.25
-1.5,2.0
0.0,1.0
0.0,1.0
0.0,1.5
-0.3333333333333333,1.0
-1.75,1.5
-0.6666666666666666,1.3333333333333333
-0.3333333333333333,1.6666666666666667
-0.3333333333333333,1.6666666666666667
-0.3333333333333333,1.0
-0.5,1.5
-1.0,1.6666666666666667
-0.3333333333333333,1.3333333333333333
-1.25,1.5
-0.5,2.0
0.0,0.3333333333333333
0.0,1.0
-1.25,1.75
0.0,1.0
0.0,1.5
-0.2,1.4
-0.3333333333333333,1.3333333333333333
-0.4,1.0
-0.5,1.0
-0.3333333333333333,1.6666666666666667
-0.3333333333333333,1.0
-0.2,1.0
0.0,1.6666666666666667
-0.75,1.5
-1.6666666666666667,2.0
0.3333333333333333,0.0
0.0,1.2
0.0,1.0
-0.6666666666666666,1.1666666666666667
-0.5,1.5
-0.25,1.25
-1.3333333333333333,1.6666666666666667
-0.25,1.25
0.0,1.0
-1.3333333333333333,2.0
0.0,1.0
-0.6666666666666666,1.3333333333333333
0.0,1.0
0.0,1.25
0.0,1.0
-0.75,1.25
-0.25,1.0
0.0,1.0
-0.25,0.75
0.0,1.0
0.0,1.25
-0.3333333333333333,1.3333333333333333
0.0,0.0
-0.75,1.25
-0.25,1.5
-0.3333333333333333,1.6666666666666667
-0.25,1.75
-0.3333333333333333,1.0
0.0,1.0
0.0,1.25
-1.3333333333333333,2.0
0.0,1.3333333333333333
0.0,1.5
-0.25,1.75
-1.6666666666666667,2.0
-0.25,1.0
-0.25,1.25
0.0,1.3333333333333333
0.0,1.2
-1.0,1.0
-1.0,1.3333333333333333
0.0,0.75
-0.3333333333333333,1.0
-1.25,1.75
-0.25,1.25
0.0,1.75
0.0,1.0
0.0,1.0
0.0,1.0
-0.6,1.6
-0.5,1.5
0.0,1.0
0.0,1.0
-0.3333333333333333,1.0
-0.5,1.25
-0.8,1.4
0.0,1.5
-0.6666666666666666,1.3333333333333333
0.0,1.0
-0.3333333333333333,2.0
0.0,1.3333333333333333
-0.25,1.25
0.0,1.3333333333333333
-1.0,2.0
-0.6666666666666666,1.3333333333333333
0.0,1.5
-0.5,1.0
0.0,1.3333333333333333
-0.6666666666666666,1.3333333333333333
0.0,1.0
0.0,1.25
-1.0,1.5
0.0,1.25
-0.25,1.25
-0.75,2.0
0.0,1.0
-0.25,1.25
0.0,1.0
-0.3333333333333333,1.6666666666666667
-0.6,1.2
-0.3333333333333333,1.3333333333333333
-0.3333333333333333,1.0
-0.25,1.0
-2.0,2.0
-1.0,1.75
-0.25,1.0
0.0,1.0
-1.3333333333333333,2.0
-0.75,1.25
-0.5,1.0
0.0,1.0
0.0,0.5
0.0,1.75
-0.4,1.2
-1.0,1.6666666666666667
0.0,1.0
0.0,1.6666666666666667
-0.35,1.2
-1.0454545454545454,1.6363636363636365
-0.46153846153846156,1.4615384615384615
0.0,1.0
0.0,1.0
0.0,1.0
-0.3333333333333333,1.3333333333333333
-0.2,1.2
0.0,1.0
-1.5,2.0
0.0,1.3333333333333333
0.0,1.3333333333333333
0.0,1.3333333333333333
1.0,0.0
-0.6666666666666666,1.3333333333333333
-0.6666666666666666,2.0
-0.25,1.75
-0.3333333333333333,1.2666666666666666
-0.5,1.0
0.0,1.5
0.0,0.75
0.0,1.0
-1.0,1.6666666666666667
0.0,1.0
-0.5,1.25
-0.875,1.625
-0.25,1.75
0.0,1.25
-0.75,1.5
0.0,1.3333333333333333
-0.5,1.5
0.0,1.3333333333333333
-1.0,1.5
-1.0,1.6
0.0,1.0
-2.0,2.0
-0.3333333333333333,1.6666666666666667
0.0,1.0
0.0,1.5
-1.0,1.5
-0.25,1.0
-0.6,1.2
0.0,1.3333333333333333
-0.25,1.25
0.0,1.0
-1.5,1.75
-0.6666666666666666,1.3333333333333333
-1.75,2.0
-0.6,1.4
-0.6666666666666666,1.6666666666666667
-0.5,2.0
-1.75,1.5
0.0,0.3333333333333333
0.0,1.25
0.0,1.25
-1.25,1.5
0.0,1.0
-0.3333333333333333,1.3333333333333333
-0.6666666666666666,1.0
-0.3333333333333333,1.0
-0.2,1.0
0.0,1.3333333333333333
-0.4,1.4
-0.8333333333333334,1.6666666666666667
-0.75,1.75
-1.5,1.25
0.0,1.0
-0.25,1.25
0.0,0.6666666666666666
-1.2,1.8
-0.6666666666666666,1.6666666666666667
0.0,1.3333333333333333
-0.25,1.25
